554.328,93
554.354,94
554.373,93
554.395,91
554.425,90
554.44,92
554.46,90
554.481,90
554.504,88
554.52,92
554.547,90
554.565,89
554.587,88
554.612,89
554.633,89
554.656,88
554.676,88
554.701,88
554.729,88
554.746,85
554.76,86
554.785,85
554.806,87
554.83,88
554.862,87
554.878,83
554.907,86
554.927,85
554.947,87
554.97,82
554.992,84
555.009,85
555.027,85
555.049,85
555.075,84
555.089,83
555.108,84
555.129,82
555.152,82
555.173,84
555.197,83
555.215,83
555.237,82
555.258,82
555.287,82
555.304,81
555.323,80
555.343,82
555.363,82
555.396,82
555.41,80
555.434,80
555.454,78
555.479,80
555.5,79
555.517,80
555.539,80
555.561,79
555.586,79
555.606,78
555.628,79
555.649,79
555.669,77
555.692,78
555.709,78
555.738,78
555.759,76
555.789,77
555.812,78
555.828,76
555.847,76
555.871,74
555.894,74
555.914,76
555.931,75
555.951,76
555.974,74
555.998,76
556.014,76
556.039,75
556.06,75
556.081,75
556.103,74
556.126,73
556.143,74
556.169,75
556.191,73
556.208,73
556.231,74
556.252,74
556.269,72
556.295,74
556.322,74
556.342,72
556.361,73
556.386,73
556.402,72
556.428,72
556.445,71
556.472,72
556.495,71
556.514,72
556.535,72
556.559,72
556.578,71
556.599,71
556.619,71
556.642,70
556.66,70
556.686,71
556.711,69
556.732,69
556.752,69
556.774,69
556.793,69
556.815,70
556.844,70
556.867,69
556.888,68
556.908,68
556.927,69
556.944,67
556.979,69
556.999,69
557.016,69
557.037,70
557.051,68
557.072,68
557.097,68
557.109,68
557.136,68
557.161,69
557.176,69
557.202,67
557.225,68
557.246,68
557.263,68
557.29,68
557.319,68
557.342,68
557.364,68
557.384,65
557.406,67
557.427,67
557.445,66
557.467,67
557.484,66
557.512,67
557.535,66
557.555,66
557.576,66
557.601,66
557.621,67
557.64,66
557.656,65
557.676,67
557.697,66
557.719,66
557.739,65
557.757,66
557.78,65
557.803,67
557.825,65
557.849,65
557.864,64
557.89,65
557.914,65
557.933,65
557.954,65
557.98,65
558.001,65
558.02,65
558.036,65
558.063,65
558.082,64
558.105,64
558.128,65
558.15,65
558.168,65
558.196,64
558.21,64
558.235,65
558.253,64
558.277,64
558.296,65
558.321,64
558.341,64
558.36,66
558.392,64
558.406,64
558.43,65
558.461,64
558.479,64
558.51,64
558.525,64
558.547,62
558.567,64
558.584,63
558.61,64
558.626,64
558.654,65
558.669,64
558.695,64
558.711,63
558.737,63
558.757,62
558.785,64
558.8,63
558.817,63
558.847,62
558.866,62
558.891,63
558.909,63
558.924,62
558.949,62
558.966,63
558.982,63
559.009,63
559.029,63
559.051,63
559.07,63
559.093,62
559.113,63
559.132,62
559.155,62
559.179,63
559.199,63
559.224,63
559.24,62
559.263,63
559.288,63
559.306,62
559.328,63
559.355,64
559.379,62
559.399,63
559.426,63
559.455,62
559.474,63
559.499,63
559.521,62
559.544,62
559.561,63
559.582,62
559.607,63
559.627,61
559.652,63
559.679,62
559.703,62
559.728,61
559.751,62
559.78,63
559.805,62
559.829,60
559.866,61
559.889,62
559.912,62
559.931,62
559.95,62
559.972,62
560.001,62
560.019,62
560.039,62
560.062,63
560.085,62
560.103,62
560.12,62
560.145,62
560.165,62
560.181,61
560.205,61
560.228,63
560.255,62
560.269,62
560.29,62
560.316,61
560.334,62
560.358,62
560.381,62
560.399,61
560.425,63
560.444,61
560.465,63
560.483,62
560.509,61
560.528,61
560.551,62
560.573,61
560.597,63
560.611,62
560.635,61
560.657,63
560.678,61
560.702,61
560.725,61
560.742,61
560.765,62
560.785,62
560.807,61
560.829,62
560.852,61
560.874,62
560.896,62
560.918,60
560.939,61
560.971,62
560.986,61
561.008,62
561.029,61
561.054,62
561.073,62
561.09,60
561.106,61
561.129,61
561.148,62
561.172,61
561.198,61
561.216,62
561.231,61
561.261,61
561.286,62
561.301,61
561.324,62
561.355,62
561.375,62
561.391,63
561.413,62
561.428,63
561.447,60
561.479,61
561.501,62
561.523,63
561.544,62
561.566,62
561.587,62
561.609,61
561.63,61
561.652,62
561.675,61
561.697,61
561.718,61
561.734,61
561.754,61
561.775,61
561.8,61
561.836,62
561.855,60
561.877,61
561.895,61
561.917,60
561.941,61
561.965,61
561.979,60
562.006,61
562.028,61
562.051,62
562.078,60
562.096,61
562.113,61
562.132,62
562.155,60
562.177,61
