543.007,151
543.027,153
543.046,152
543.067,151
543.096,152
543.111,152
543.129,151
543.156,152
543.178,151
543.201,152
543.219,151
543.239,152
543.258,152
543.279,152
543.303,152
543.33,152
543.346,152
543.368,152
543.393,152
543.408,152
543.435,152
543.453,151
543.476,152
543.494,152
543.527,152
543.545,152
543.571,152
543.596,152
543.622,152
543.643,151
543.662,152
543.688,152
543.707,153
543.727,152
543.743,153
543.774,152
543.795,152
543.819,152
543.84,152
543.866,151
543.895,152
543.919,153
543.937,151
543.954,152
543.971,151
544.003,152
544.023,152
544.037,153
544.059,152
544.083,152
544.104,153
544.127,152
544.143,152
544.161,151
544.186,152
544.21,152
544.233,152
544.254,153
544.267,153
544.292,152
544.309,152
544.33,153
544.359,151
544.373,153
544.396,153
544.416,152
544.435,152
544.454,151
544.48,152
544.499,153
544.522,152
544.542,152
544.568,153
544.589,152
544.614,152
544.636,151
544.654,153
544.676,151
544.7,152
544.719,152
544.741,151
544.769,152
544.785,152
544.809,151
544.829,152
544.856,152
544.878,152
544.897,153
544.92,153
544.943,153
544.965,154
544.988,153
545.008,152
545.026,152
545.054,152
545.073,152
545.093,153
545.118,152
545.139,152
545.159,153
545.184,153
545.206,151
545.23,152
545.252,152
545.272,153
545.294,153
545.317,152
545.339,154
545.362,152
545.391,152
545.412,152
545.434,151
545.453,152
545.471,153
545.488,153
545.511,152
545.535,152
545.554,152
545.579,152
545.602,153
545.621,152
545.645,152
545.673,152
545.697,152
545.714,152
545.743,152
545.769,153
545.787,152
545.81,152
545.828,152
545.86,153
545.884,152
545.907,152
545.937,152
545.951,151
545.977,152
546.001,152
546.024,151
546.043,153
546.062,152
546.086,151
546.109,153
546.13,153
546.153,152
546.174,153
546.195,152
546.214,152
546.239,152
546.262,152
546.29,153
546.304,153
546.324,153
546.346,151
546.372,153
546.393,151
546.418,152
546.442,152
546.461,153
546.491,152
546.507,152
546.535,151
546.558,151
546.577,151
546.598,151
546.619,151
546.639,152
546.669,152
546.688,151
546.704,152
546.723,151
546.741,152
546.768,152
546.792,152
546.806,151
546.831,151
546.852,152
546.879,152
546.898,152
546.93,152
546.947,152
546.969,151
546.993,152
547.008,151
547.028,152
547.054,152
547.078,151
547.093,150
547.116,152
547.133,152
547.163,152
547.182,151
547.207,151
547.226,150
547.249,151
547.268,152
547.294,151
547.313,151
547.332,151
547.365,150
547.39,151
547.409,151
547.43,151
547.446,151
547.468,149
547.487,151
547.519,151
547.531,150
547.555,151
547.578,150
547.602,151
547.618,150
547.642,150
547.663,150
547.693,150
547.714,151
547.729,150
547.761,150
547.779,150
547.799,150
547.819,150
547.842,150
547.865,149
547.883,150
547.904,150
547.93,149
547.951,149
547.982,149
548.001,149
548.02,149
548.038,150
548.062,150
548.084,149
548.109,149
548.125,149
548.149,148
548.175,148
548.19,148
548.207,149
548.237,149
548.257,149
548.281,149
548.294,149
548.322,148
548.344,149
548.366,148
548.386,148
548.406,149
548.435,148
548.456,149
548.475,147
548.498,148
548.519,147
548.54,148
548.566,146
548.596,149
548.614,147
548.633,147
548.657,147
548.669,146
548.692,147
548.719,146
548.738,147
548.763,146
548.778,146
548.805,147
548.827,146
548.846,146
548.867,146
548.892,146
548.915,147
548.935,146
548.962,146
548.979,146
549.003,145
549.021,145
549.046,146
549.067,145
549.09,146
549.107,144
549.131,144
549.153,145
549.178,145
549.197,144
549.223,145
549.241,144
549.261,145
549.286,144
549.307,144
549.327,143
549.352,144
549.367,143
549.393,144
549.419,143
549.439,144
549.458,142
549.48,143
549.508,143
549.527,142
549.547,142
549.565,142
549.59,142
549.612,142
549.63,141
549.658,142
549.683,141
549.711,141
549.733,141
549.751,142
549.768,141
549.792,142
549.81,141
549.831,142
549.853,140
549.871,141
549.888,140
549.922,140
549.938,141
549.97,140
549.994,139
550.011,139
550.03,139
550.048,139
550.075,140
550.094,139
550.113,138
550.139,138
550.157,139
550.179,138
550.204,138
550.221,137
550.242,138
550.272,137
550.302,137
550.32,138
550.343,136
550.364,137
550.38,137
550.402,137
550.417,136
550.441,136
550.462,137
550.489,136
550.512,136
550.529,135
550.551,136
550.57,136
550.599,134
550.615,135
550.631,135
550.658,134
550.684,134
550.703,134
550.723,134
550.75,134
550.767,133
550.79,133
550.815,134
550.836,133
550.853,133
550.876,132
550.899,133
550.921,133
550.938,130
550.966,131
550.99,131
551.006,131
551.03,130
551.051,131
551.079,131
551.094,131
551.116,131
551.137,130
551.159,130
551.181,130
551.204,129
551.226,130
551.243,129
551.268,129
551.289,129
551.314,128
551.335,128
551.36,128
551.38,127
551.399,128
551.421,127
551.444,126
551.459,127
551.488,127
551.51,126
551.529,126
551.55,126
551.573,126
551.594,125
551.616,125
551.642,124
551.662,124
551.681,124
551.705,124
551.722,125
551.75,124
551.769,123
551.802,123
551.822,123
551.844,123
551.87,122
551.889,122
551.904,125
551.926,121
551.949,121
551.968,122
551.987,122
552.007,121
552.029,120
552.053,122
552.075,120
552.094,120
552.113,121
552.134,120
552.157,119
552.177,120
552.203,118
552.227,118
552.249,117
552.268,118
552.293,117
552.311,117
552.329,116
552.355,116
552.378,116
552.401,116
552.419,115
552.447,116
552.467,116
552.488,116
552.508,116
552.528,115
552.551,115
552.576,115
552.598,113
552.611,115
552.637,114
552.659,114
552.68,113
552.707,113
552.725,114
552.749,112
552.764,110
552.789,109
552.815,111
552.835,111
552.855,110
552.878,112
552.903,109
552.927,111
552.948,110
552.965,108
552.995,109
553.012,109
553.029,108
553.049,110
553.075,107
553.09,109
553.111,108
553.137,107
553.158,107
553.176,107
553.202,106
553.225,106
553.247,106
553.263,106
553.29,106
553.313,104
553.333,103
553.358,104
553.376,105
553.398,104
553.418,103
553.443,105
553.477,103
553.488,103
553.518,103
553.538,103
553.564,103
553.575,101
553.599,101
553.618,100
553.642,100
553.664,100
553.681,97
553.702,101
553.722,99
553.745,100
553.766,98
553.787,97
553.809,98
553.832,99
553.859,100
553.876,98
553.896,95
553.918,97
553.94,97
553.961,96
553.984,97
554.004,97
554.03,98
554.047,97
554.068,98
554.093,96
554.113,93
554.13,94
554.152,94
554.176,94
554.199,95
554.225,94
554.241,95
554.263,95
554.286,92
554.307,92
